Year,LocationAbbr,LocationDesc,Question,DataValue,StratificationCategory1,Stratification1,GeoLocation
2015,GA,Georgia,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,80.3,Overall,Overall,"(32.83968109300048, -83.62758034599966)"
2011,GA,Georgia,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,79.5,Gender,Female,"(32.83968109300048, -83.62758034599966)"
2015,GA,Georgia,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,79.2,Gender,Male,"(32.83968109300048, -83.62758034599966)"
2013,GA,Georgia,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,77,Gender,Female,"(32.83968109300048, -83.62758034599966)"
2011,GA,Georgia,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,76.6,Overall,Overall,"(32.83968109300048, -83.62758034599966)"
2013,GA,Georgia,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,73.7,Overall,Overall,"(32.83968109300048, -83.62758034599966)"
2011,GA,Georgia,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,73.4,Gender,Male,"(32.83968109300048, -83.62758034599966)"
2015,GA,Georgia,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,70.8,Gender,Female,"(32.83968109300048, -83.62758034599966)"
2013,GA,Georgia,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,69.6,Gender,Male,"(32.83968109300048, -83.62758034599966)"
2015,GA,Georgia,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,69,Overall,Overall,"(32.83968109300048, -83.62758034599966)"
2011,GA,Georgia,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,67.9,Gender,Female,"(32.83968109300048, -83.62758034599966)"
2013,GA,Georgia,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,67.4,Gender,Female,"(32.83968109300048, -83.62758034599966)"
2013,GA,Georgia,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,67.2,Overall,Overall,"(32.83968109300048, -83.62758034599966)"
2015,GA,Georgia,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,67.1,Gender,Male,"(32.83968109300048, -83.62758034599966)"
2013,GA,Georgia,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,67,Gender,Male,"(32.83968109300048, -83.62758034599966)"
2011,GA,Georgia,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,64.2,Overall,Overall,"(32.83968109300048, -83.62758034599966)"
2011,GA,Georgia,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,60.2,Gender,Male,"(32.83968109300048, -83.62758034599966)"
2015,GU,Guam,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,79.2,Gender,Male,"(13.444304, 144.793731)"
2015,GU,Guam,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,71.1,Overall,Overall,"(13.444304, 144.793731)"
2013,GU,Guam,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,71.1,Gender,Male,"(13.444304, 144.793731)"
2015,GU,Guam,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,70.6,Gender,Male,"(13.444304, 144.793731)"
2013,GU,Guam,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,70.1,Overall,Overall,"(13.444304, 144.793731)"
2013,GU,Guam,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,69.4,Gender,Female,"(13.444304, 144.793731)"
2013,GU,Guam,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,69.2,Gender,Female,"(13.444304, 144.793731)"
2015,GU,Guam,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,67.5,Overall,Overall,"(13.444304, 144.793731)"
2013,GU,Guam,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,66.9,Overall,Overall,"(13.444304, 144.793731)"
2011,GU,Guam,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,66.5,Gender,Female,"(13.444304, 144.793731)"
2013,GU,Guam,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,64.4,Gender,Male,"(13.444304, 144.793731)"
2015,GU,Guam,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,64.1,Gender,Female,"(13.444304, 144.793731)"
2015,GU,Guam,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,62.4,Gender,Female,"(13.444304, 144.793731)"
2011,GU,Guam,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,62.3,Gender,Female,"(13.444304, 144.793731)"
2011,GU,Guam,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,58.1,Overall,Overall,"(13.444304, 144.793731)"
2011,GU,Guam,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,58.1,Overall,Overall,"(13.444304, 144.793731)"
2011,GU,Guam,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,53.2,Gender,Male,"(13.444304, 144.793731)"
2011,GU,Guam,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,48.8,Gender,Male,"(13.444304, 144.793731)"
2015,HI,Hawaii,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,73.4,Gender,Male,"(21.304850435000446, -157.85774940299973)"
2013,HI,Hawaii,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,72.6,Gender,Female,"(21.304850435000446, -157.85774940299973)"
2015,HI,Hawaii,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,72.4,Overall,Overall,"(21.304850435000446, -157.85774940299973)"
2015,HI,Hawaii,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,71.4,Gender,Female,"(21.304850435000446, -157.85774940299973)"
2011,HI,Hawaii,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,70.3,Gender,Male,"(21.304850435000446, -157.85774940299973)"
2011,HI,Hawaii,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,69.1,Overall,Overall,"(21.304850435000446, -157.85774940299973)"
2013,HI,Hawaii,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,69.1,Overall,Overall,"(21.304850435000446, -157.85774940299973)"
2011,HI,Hawaii,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,67.9,Gender,Female,"(21.304850435000446, -157.85774940299973)"
2013,HI,Hawaii,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,65.5,Gender,Male,"(21.304850435000446, -157.85774940299973)"
2015,HI,Hawaii,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,62.9,Gender,Male,"(21.304850435000446, -157.85774940299973)"
2015,HI,Hawaii,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,60.9,Overall,Overall,"(21.304850435000446, -157.85774940299973)"
2011,HI,Hawaii,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,60.8,Gender,Male,"(21.304850435000446, -157.85774940299973)"
2011,HI,Hawaii,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,59.7,Overall,Overall,"(21.304850435000446, -157.85774940299973)"
2015,HI,Hawaii,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,58.8,Gender,Female,"(21.304850435000446, -157.85774940299973)"
2011,HI,Hawaii,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,58.6,Gender,Female,"(21.304850435000446, -157.85774940299973)"
2013,HI,Hawaii,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,57.5,Gender,Male,"(21.304850435000446, -157.85774940299973)"
2013,HI,Hawaii,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,57.4,Gender,Female,"(21.304850435000446, -157.85774940299973)"
2013,HI,Hawaii,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,57.4,Overall,Overall,"(21.304850435000446, -157.85774940299973)"
2015,ID,Idaho,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,76.1,Gender,Male,"(43.682630005000476, -114.3637300419997)"
2015,ID,Idaho,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,74,Overall,Overall,"(43.682630005000476, -114.3637300419997)"
2015,ID,Idaho,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,72.2,Gender,Female,"(43.682630005000476, -114.3637300419997)"
2011,ID,Idaho,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,70.7,Gender,Female,"(43.682630005000476, -114.3637300419997)"
2011,ID,Idaho,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,69.9,Overall,Overall,"(43.682630005000476, -114.3637300419997)"
2011,ID,Idaho,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,69.3,Gender,Female,"(43.682630005000476, -114.3637300419997)"
2011,ID,Idaho,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,69.2,Gender,Male,"(43.682630005000476, -114.3637300419997)"
2013,ID,Idaho,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,68.7,Gender,Female,"(43.682630005000476, -114.3637300419997)"
2015,ID,Idaho,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,68.6,Gender,Female,"(43.682630005000476, -114.3637300419997)"
2013,ID,Idaho,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,68.3,Overall,Overall,"(43.682630005000476, -114.3637300419997)"
2013,ID,Idaho,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,68,Gender,Male,"(43.682630005000476, -114.3637300419997)"
2011,ID,Idaho,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,66.9,Overall,Overall,"(43.682630005000476, -114.3637300419997)"
2015,ID,Idaho,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,66.5,Overall,Overall,"(43.682630005000476, -114.3637300419997)"
2011,ID,Idaho,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,64.9,Gender,Male,"(43.682630005000476, -114.3637300419997)"
2013,ID,Idaho,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,64.4,Gender,Male,"(43.682630005000476, -114.3637300419997)"
2013,ID,Idaho,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,64.3,Overall,Overall,"(43.682630005000476, -114.3637300419997)"
2015,ID,Idaho,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,64.1,Gender,Male,"(43.682630005000476, -114.3637300419997)"
2013,ID,Idaho,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,64.1,Gender,Female,"(43.682630005000476, -114.3637300419997)"
2013,IL,Illinois,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,74.2,Gender,Male,"(40.48501028300046, -88.99771017799969)"
2013,IL,Illinois,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,73,Gender,Female,"(40.48501028300046, -88.99771017799969)"
2015,IL,Illinois,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,72,Gender,Female,"(40.48501028300046, -88.99771017799969)"
2015,IL,Illinois,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,71.1,Overall,Overall,"(40.48501028300046, -88.99771017799969)"
2013,IL,Illinois,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,70.9,Overall,Overall,"(40.48501028300046, -88.99771017799969)"
2015,IL,Illinois,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,70.2,Gender,Male,"(40.48501028300046, -88.99771017799969)"
2015,IL,Illinois,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,69,Gender,Female,"(40.48501028300046, -88.99771017799969)"
2013,IL,Illinois,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,68.5,Gender,Male,"(40.48501028300046, -88.99771017799969)"
2013,IL,Illinois,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,68.3,Overall,Overall,"(40.48501028300046, -88.99771017799969)"
2011,IL,Illinois,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,67.6,Gender,Male,"(40.48501028300046, -88.99771017799969)"
2011,IL,Illinois,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,66.9,Overall,Overall,"(40.48501028300046, -88.99771017799969)"
2011,IL,Illinois,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,66.1,Gender,Female,"(40.48501028300046, -88.99771017799969)"
2015,IL,Illinois,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,64.5,Overall,Overall,"(40.48501028300046, -88.99771017799969)"
2013,IL,Illinois,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,63.3,Gender,Female,"(40.48501028300046, -88.99771017799969)"
2011,IL,Illinois,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,63,Gender,Male,"(40.48501028300046, -88.99771017799969)"
2011,IL,Illinois,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,62.6,Overall,Overall,"(40.48501028300046, -88.99771017799969)"
2011,IL,Illinois,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,62,Gender,Female,"(40.48501028300046, -88.99771017799969)"
2015,IL,Illinois,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,60.4,Gender,Male,"(40.48501028300046, -88.99771017799969)"
2011,IN,Indiana,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,73.8,Gender,Male,"(39.766910452000445, -86.14996019399968)"
2013,IN,Indiana,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,73.1,Gender,Male,"(39.766910452000445, -86.14996019399968)"
2013,IN,Indiana,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,72.6,Overall,Overall,"(39.766910452000445, -86.14996019399968)"
2013,IN,Indiana,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,72.1,Gender,Female,"(39.766910452000445, -86.14996019399968)"
